,시나리오 넘버,대사 넘버,배경,캐릭터,표정,대사,번역,,,INDEX,,CODE
,18,23,망자의 은신처,주인공,,"이런, 힘이 다 빠졌다고 생각했는데 아직이었나보다.\n드래곤 슬레이어의 거친 고함과 함께 주변이 뒤흔들렸다!","Gee, I thought it was exhausted, but I guess it hasn't happened yet.
\nWith the rough cry of Dragon slayer, my surroundings shook!",,,ME,,"SET_INFO(SpeechPopupType::ME, _MSG(idx++));"
,18,24,망자의 은신처,지부장,보통,거기다 아직 싸울 힘도 남은 것 같은데 계속 엎어져 있었던거군요.\n편히 쉬었습니까?,"And I guess you still have the strength to fight, but you kept lying.\nAre you comfortable?",,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,18,25,망자의 은신처,드래곤 슬레이어,,닥쳐라!,Shut up!,,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,18,26,망자의 은신처,지부장,보통,다행히 아직 정상적인 상태는 아니라 이기긴 쉽겠군요.\n한번 더 아픈 꼴을 보여주고 대화를 마저 하겠습니다.,"Fortunately, you are still not in good shape and it's easy to win.\nWe'll beat you again and let's talk a little more.",,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,,,,퀘스트,23,"드래곤 슬레이어를 제압하라\n(망자의 은신처에 퀘스트 표시)\n(드래곤 슬레이어와 이벤트 전투, 승리)\n(가능하면 피를 50%로 표시해주고 전투)",Defeat Dragon Slayer again.,,,FALSE,,
,19,1,망자의 은신처,드래곤 슬레이어,,크아악!,Craak!,,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,19,2,망자의 은신처,지부장,보통,힘이 빠졌는데도 이런 힘이라니. 전설의 드래곤 슬레이어가 맞긴 맞군요.,Such a power even when exhausted. You are the legendary Dragon slayer.,,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,3,망자의 은신처,드래곤 슬레이어,,빌어먹을! 젠장!,Damn it!,,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,19,4,망자의 은신처,지부장,보통,"너무 화내진 마시길. 그쪽은 봉인당한데다, 혼자에, 쉴 틈도 없었죠. 저희가 이기는게 맞습니다.","Don't be so upset. You were sealed, you were alone, you had no rest. We are right to win.",,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,5,망자의 은신처,드래곤 슬레이어,,비열한 놈들!,Meanie!,,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,19,6,망자의 은신처,지부장,보통,"물론 비열하게 싸웠습니다. 확실히 이기기 위해서죠.\n확실히 이겨야 하는 이유는 당신과 대화하고, 당신의 힘을 빌리기 위해섭니다.",Of course we fought dirty. To win for sure.\nSurely the reason to win is to talk to you and enlist your help.,,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,7,망자의 은신처,드래곤 슬레이어,,있을 수 없는 일이다! 고대신룡 따위는 죽게 내버려둬라!,It can't be done! Let him die!,,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,19,8,망자의 은신처,지부장,보통,"네, 그걸 아까부터 말하고 싶었습니다.\n정말 고대신룡이 그렇게 죽어도 괜찮은가요?","Yes, I wanted to talk about that a little while ago.\nIs it really okay if God dragon dies like that? ",,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,9,망자의 은신처,드래곤 슬레이어,,그게 무슨 말이지?,What do you mean?,,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,19,10,망자의 은신처,주인공,,"놀라운 일이 벌어졌다! 드래곤 슬레이어가 질문을 하다니!\n뒤에 서있던 누리와 즈믄, 헥토르, 나까지 모두가 얼이 나갔다.","What a surprise! I can't believe Dragon Slayer asked a question.\nEveryone, including Nuri, Zimon, Hector and me, who were standing behind, was in shock.",,,ME,,"SET_INFO(SpeechPopupType::ME, _MSG(idx++));"
,19,11,망자의 은신처,지부장,보통,"당신은 복수를 위해 증오를 양식삼아 태어난 드래곤 슬레이어죠.\n이제 더 이상 본래의 모습으로 돌아갈 수도, 돌아갈 의지도 없습니다.","You are Dragon Slayer born with hate for revenge.\nYou can no longer go back to the way you are, nor will to return.",,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,12,망자의 은신처,지부장,보통,"그렇게까지 강한 증오를 가지고 있는데 어째서 복수는 남의 손으로 이루게 내버려 두는거죠?\n당신은 아무것도 없습니다. 이름도, 과거도, 남은 것은 초라한 감옥과 봉인으로 쇠약해진 육신 뿐.","With so much hatred, why would you let revenge be accomplished by other's hands?\nYou have nothing. Names, past, and what remains is nothing but the body wasted by shabby prison and seal.",,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,13,망자의 은신처,지부장,화남,육신만 쇠약해진 게 아닌가요? 복수에 대한 의지도 쇠약해진겁니까?,Isn't it just the body that has weakened? Is your desire for revenge weakened?,,,MANAGER_ANGRY,,"SET_INFO(SpeechPopupType::MANAGER_ANGRY, _MSG(idx++));"
,19,14,망자의 은신처,지부장,보통,"이대로 두면 고대신룡은 죽습니다. 저희가 말해주지 않았다면 당신은 알지도 못했겠죠.\n이름없는, 누군지도 모를 아르하의 몬스터에게 당해서 끝장난 겁니다.","If you leave it as it is, God dragon will die. You wouldn't even know if we hadn't told you. It was killed by an unknown monster.",,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,15,망자의 은신처,누리,슬픔,(지부장님 지금 뭐라고 하시는거야? 꼭 드래곤 슬레이어한테 고대신룡을 죽이라고 하는 것 같잖아!),"(What are you saying now, manager? It's like asking Dragon Slayer to kill God Dragon!)",,,NOORI_SAD,,"SET_INFO(SpeechPopupType::NOORI_SAD, _MSG(idx++));"
,19,16,망자의 은신처,헥토르,웃음,"(쉿, 조용히. 과연 현명하신 분입니다.)","(Shh, quiet. she's a wise woman.)",,,HECTOR_NORMAL,,"SET_INFO(SpeechPopupType::HECTOR_NORMAL, _MSG(idx++));"
,19,17,망자의 은신처,누리,슬픔,(그게 무슨 말씀이세요? 이러다가 드래곤 슬레이어가 정말로......),(What do you mean? But then Dragon Slayer really ...),,,NOORI_SAD,,"SET_INFO(SpeechPopupType::NOORI_SAD, _MSG(idx++));"
,19,18,망자의 은신처,즈믄,보통,(그냥 가만히 있어. 지금 지부장님이 드래곤 슬레이어를 살살 꼬드기고 있는 중이야.),(Just hold still. Manager is tempting the Dragon Slayer.),,,ZUMUN_NORMAL,,"SET_INFO(SpeechPopupType::ZUMUN_NORMAL, _MSG(idx++));"
,19,19,망자의 은신처,주인공,,원래 드래곤 슬레이어는 그냥 괴물이었다. 막강한 힘을 가지고 있는 괴물같은 드래곤.\n그런데 지금 지부장님은 그 괴물과 대화를 하고 있었다.,"Actually, Dragon slayer was just a monster. A monster dragon with great power.\nNow the manager was talking to the monster.",,,ME,,"SET_INFO(SpeechPopupType::ME, _MSG(idx++));"
,19,20,망자의 은신처,주인공,,우리로서는 상상도 할 수 없는 일이었다.,It was beyond our imagination.,,,ME,,"SET_INFO(SpeechPopupType::ME, _MSG(idx++));"
,19,21,망자의 은신처,지부장,보통,"화도 안나나요? 보지도 못한 곳에서 고대신룡이 비참하게 죽으면, 당신의 그 복수심은 어디로 가죠?",Aren't you upset? Where do you go for your revenge when God dragon die miserably in places you don't know?,,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,22,망자의 은신처,드래곤 슬레이어,,......,......,,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,19,23,망자의 은신처,지부장,보통,"다크닉스는 기억이나 나나요? 지금 어디서, 뭘 하는지 알고는 있으신지?",Do you remember the Dark Nix? Do you know where it is and what it doing?,,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,24,망자의 은신처,드래곤 슬레이어,,잊지 못한다. 암흑의 제왕이랍시고 떠들고 다니는 그 더러운 머저리는!,I can not forget that idiot called itself the Dark Lord.,,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,19,25,망자의 은신처,지부장,보통,그럼 다크닉스도 남이 대신 죽여주면 복수는 땡이군요.\n그럼 계속 얌전히 잠이나 잘 것이지 눈은 왜 뜬건가요?,"Then if someone kills the Dark Nix instead, the revenge is over.\nThen you'll keep sleeping. Why did you open your eyes?",,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,26,망자의 은신처,드래곤 슬레이어,,헛소리! 복수는 오로지 나만의 것이다! 모든 드래곤은 내 손에 죽는다!,Nonsense! Vengeance is mine! All dragons die in my hands!,,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,19,27,망자의 은신처,주인공,,드래곤 슬레이가 다시 한번 눈을 번뜩였다.\n이번만큼은 섬뜩한 눈빛이었다.,"Dragon slayer flashed his eyes again.\nThis time, it was a gruesome look.",,,ME,,"SET_INFO(SpeechPopupType::ME, _MSG(idx++));"
,19,28,망자의 은신처,지부장,보통,"그럼 약속을 하죠. 고대신룡을 위협하는 적을 물리치는 걸 도와주세요.\n그 이후, '고대신룡을 위협하는 적'이 더 없다면 더 이상 우리 편이 되지 않아도 상관 없습니다.","Then let's make a promise. Help defeat the enemy that threatens God dragon.\nSince then, it doesn't matter if you're not on our side anymore if you don't have any more enemies that threaten God dragon.",,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,29,망자의 은신처,주인공,,네?!,What?,,,ME,,"SET_INFO(SpeechPopupType::ME, _MSG(idx++));"
,19,30,망자의 은신처,누리,슬픔,뭐라구요?!,Excuse me?!,,,NOORI_SAD,,"SET_INFO(SpeechPopupType::NOORI_SAD, _MSG(idx++));"
,19,31,망자의 은신처,즈믄,슬픔,"잠, 잠깐만요 지부장님!","Hold on, manager!",,,ZUMUN_SAD,,"SET_INFO(SpeechPopupType::ZUMUN_SAD, _MSG(idx++));"
,19,32,망자의 은신처,주인공,,깜짝 놀란 우리가 지부장님을 말리자 헥토르가 우릴 만류했다.\n지부장님은 조용히 입가에 손가락을 갖다 대고 우릴 진정시켰다.,"When we stopped the manager, Hector tried to dissuade us.\nThe manager gently put her finger around her mouth to calm us down.",,,ME,,"SET_INFO(SpeechPopupType::ME, _MSG(idx++));"
,19,33,망자의 은신처,드래곤 슬레이어,,그게 정말이냐?,Is that true?,,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,19,34,망자의 은신처,지부장,보통,"물론입니다. 테이머 협회 엘피스 지부장인 저 엘리스 피넬의 이름을 걸고 약속하죠.\n하늘왕국 루나 왕녀님을 대신해, 여기 기사 헥토르도 보장할겁니다.","Sure. I'll give you my word on that Ellis Finnell,\nthe manager of Tamer association Elpis branch.\nOn behalf of the Princess Luna, the knight here will also be guaranteed.",,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,35,망자의 은신처,헥토르,보통,루나 왕녀님을 대신해 약속하죠. 지부장의 약속은 지켜질 겁니다.,I promise it on behalf of the princess Luna. Manager's promises will be kept.,,,HECTOR_NORMAL,,"SET_INFO(SpeechPopupType::HECTOR_NORMAL, _MSG(idx++));"
,19,36,망자의 은신처,주인공,,헥토르까지! 심지어 루나 왕녀님을 대신해서!\n정말 이 약속이 괜찮을지 모르겠다. 이대로라면 고대신룡을 살려내도 드래곤 슬레이어를 어쩌려고......,"To Hector! Even on behalf of the princess Luna!\nI really don't know if this appointment is a good one. At this rate, how can we control Dragon slayer after we save God dragon.",,,ME,,"SET_INFO(SpeechPopupType::ME, _MSG(idx++));"
,19,37,망자의 은신처,드래곤 슬레이어,,크하하하! 어처구니가 없군! 그 약속이 정말이겠지!,Ha ha ha ha ha! That promise will be true?!,,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,19,38,망자의 은신처,지부장,웃음,"당연하죠. 전 약속을 어긴 적이 없는 사람입니다.\n물론, 당신이 최선을 다할때만 이루어질 약속이죠.","Sure. I've never broken my word.\nOf course, it's only a promise when you do your best.",,,MANAGER_NORMAL,,"SET_INFO(SpeechPopupType::MANAGER_NORMAL, _MSG(idx++));"
,19,39,망자의 은신처,드래곤 슬레이어,,재미있군! 좋다 인간! 네 약속을 수락하마!,"That's interesting! All right, human! I accept your promise!",,,DRAGON_SLAYER,,"SET_INFO(SpeechPopupType::DRAGON_SLAYER, _MSG(idx++));"
,19,40,망자의 은신처,주인공,,"그렇게 드래곤 슬레이어는 해방되었다.\n지부장님은 몇가지 추가적으로 약속을 걸었고, 드래곤 슬레이어는 흔쾌히 수락했다.","That's how Dragon slayer was liberated.\nThe manager made some extra promises, and Dragon slayer readily accepted.",,,ME,,"SET_INFO(SpeechPopupType::ME, _MSG(idx++));"
,19,41,망자의 은신처,주인공,,"믿을 수 없는 동료가 생겨버렸다.\n왜 믿지 못하냐면, 전초기지로 향하는 내내 뒤통수가 따끔거렸기 때문이다.","We have an unreliable mate.\nI don't believe it, because it hurt the back of my head all the way to the basecamp. ",,,ME,,"SET_INFO(SpeechPopupType::ME, _MSG(idx++));"
,,,,퀘스트,24,아르하의 입구로 이동하자.\n(아르하의 입구에 퀘스트 표시),Go to the gate of Archa.,,,FALSE,,
