﻿TID,KR,EN,TW,JP
skycastleScenario0_5,...왠지 지축이 울리는 듯한 느낌이 든다. 이 느낌은 분명...!,… I feel the earth rumbling. This must be…!,...總覺得有種大地震動的感覺。這感覺肯定是...！,
skycastleScenario0_6,"오랜만이야, 친구! 누님의 애정 가득한 백 허그를 받으니 기분이 어때?","Long time no see, friend! How does it feel to receive my loving back hug?",好久不見，朋友！接受姐姐滿滿愛意的擁抱，你覺得怎麼樣？,
skycastleScenario0_7,(어이어이! 얼굴 좀 펴! 지금 네 표정은 누가 봐도 와일드 보어에게 들이받힌 사람 표정이라고!!),(Hey hey! Brighten up! Your face look as if you have just been struck by a wild boar!!),（嘿嘿！把臉放輕鬆點！現在你的表情看起來就像是被野豬撞到的人一樣！！）,
skycastleScenario0_8,...다 들리거든? 어디 이런 세상에 둘도 없는 미소녀 드래곤 테이머를 그런 멧돼지랑 비교해!?,…I can hear everything. How can you possibly compare this beautiful Dragon Tamer to such hog?,...诶都聽得到喔！怎麼可以把像我這樣獨一無二的美少女龍馴獸師跟那種野豬比呢！？,
skycastleScenario0_9,"방금 뭔가 굉장히 현실을 왜곡하는 주장을 들은 것 같은데, 일단 무시하자고. 중요한 일이 생겼거든.","I think I just heard something messed up, but let's forget about that for now. Something important has come up.",剛才好像聽到了一個非常扭曲現實的說法，不過先忽略吧。現在有重要的事情發生了。,
skycastleScenario0_10,"누리, 그 스크롤의 봉인을 제거하고 여기서 펼쳐줘.","Nuri, please remove seal on the scroll and unroll it.",諾莉，解除那卷軸的封印，然後在這裡展開吧。,
skycastleScenario0_11,누리는 한 장의 스크롤을 꺼냈다. 스크롤을 고정하고 있던 봉인을 떼고 스크롤을 펼쳐 보였다.,"Nuri took out a scroll. Removes seal that held the scroll in place, and unrolled it.",諾莉拿出了一張卷軸，去除了固定卷軸的封印，然後展開來展示給大家看。,
skycastleScenario0_12,심해의 신전의 서신은 봉인이 단단하기로 유명한데… 그걸 손쉽게 뜯어내다니… 역시 괴력의 누리야.,Deep Sea Temple's scrolls are known to have strong seal… And she removes it so easily… She is indeed macho.,深海神殿的書信封印可是出了名的堅固…竟然能輕鬆撕開，果然是擁有怪力的諾莉啊。,
skycastleScenario0_13,시끄럿!!,Shut up!!,吵死了！！,
skycastleScenario0_14,"즈믄과 누리가 옥신각신하는 사이, 스크롤에서 강렬한 광채가 뿜어져 나왔다.","While Zimon and Nuri argue, bright ray of light emerged from the scroll.",在吉蒙和諾莉爭論的時候，卷軸中突然爆發出強烈的光芒。,
skycastleScenario0_15,"광채가 걷히고 나자, 여신 레오나의 환영이 우리를 응시하고 있었다.","After the light faded, image of goddess Leona was staring at us.",光芒散去後，女神雷歐娜的幻影正注視著我們。,
skycastleScenario0_16,오오! 레오나 여신님께서 직접 메시지를 기록하셨구나!,Ooh! Goddess Leona herself recorded a message!,哦哦！雷歐娜女神親自記錄了訊息！,
skycastleScenario0_17,또 만나게 되어 반갑습니다. 용맹하고 정의로운 드래곤 테이머 여러분.,"It is a pleasure to meet you again, brave and just Dragon Tamers.",再次見面很高興，勇敢且正義的龍馴獸師們。,
skycastleScenario0_18,와아아! 여신님! 오랜만에 보니 너무 반가워요! 잘 지내고 계시죠?,Woah! Goddess! It is so nice to see you again after so long! How are you?,哇啊啊！女神！好久不見，真是太高興了！您過得還好吧？,
skycastleScenario0_19,...이건 미리 기록된 환영 메시지야. 실시간 소통이 아니라서 인사해봤자 소용 없다고.,…This is a pre,...這是預先錄製的幻影訊息，並不是實時溝通，所以打招呼也沒用啦。,
skycastleScenario0_20,여러분들 덕분에 심해의 신전은 평화를 되찾았습니다. 다시 한번 진심으로 감사를 드립니다.,Deep Sea Temple has regained peace thanks to you. I send my deepdest gratitude once again.,多虧了大家，深海神殿恢復了和平。我再次真心感謝你們。,
skycastleScenario0_21,"그런 여러분들께 은혜를 갚지는 못할 망정, 또 다른 시련을 드리는 것 같아 제 마음도 무겁습니다.","I feel heavy hearted to have to give you another difficult task, rather than repay what I owe you.",我既沒報答你們過去給我的恩義，還帶給你們如此心痛的事，真是火上加油啊。,
skycastleScenario0_22,...? 무슨 말씀을 하시려는 거지?,...? What is she talking about?,...? 你到底在說什麼呢?,
skycastleScenario0_23,또 다시 어둠의 기운이 몰려오고 있습니다. 하지만 이번에는 심해의 신전이 아닙니다.,"Dark force is coming about, and this time it is not Deep Sea Temple.",又有黑暗的氣息在逼近。但這次並不是深海神殿。,
skycastleScenario0_24,"구름 너머 창공에 떠있는 거대한 부유대륙, 하늘 왕국에 어둠이 드리우고 있는 게 느껴집니다.","Floating continent beyond clouds, Sky Kingdom is being surrounded by darkness.",雲層之上，懸浮在天空中的巨大浮空大陸，能感覺的到黑暗正在籠罩著蒼空帝國。,
skycastleScenario0_25,하늘 왕국!! 지상과의 교류는 고사하고 아무런 역사 자료조차 없어서 전설인 줄로만 알고 있었는데!!,"Sky Kingdom!! There is no connection with land, and there is no record of it. I always thought it is but a legend!!",蒼空帝國！！與地面的交流更是無從談起，甚至連任何歷史資料都沒有，一直以為它只是傳說中的存在！！,
skycastleScenario0_26,"하늘 왕국은 높은 하늘에 떠있는 지형의 특성상, 그동안 어둠의 손길로부터 자유로웠습니다.",Sky Kingdom was free from the darkness because of its location.,蒼空帝國由於漂浮在高空，地形的特性使得它一直以來都遠離了黑暗的觸及。,
skycastleScenario0_27,하지만 최근 느껴지는 사악한 기운은…,"However, the darkness I sense recently...",但是最近感受到的邪惡氣息是…,
skycastleScenario0_28,아무래도 하늘 왕국이 어둠의 세력의 공격을 받게 된 것 같습니다.,It seems Sky Kingdom is under attack by the darkness.,看來蒼空帝國似乎受到了黑暗勢力的攻擊。,
skycastleScenario0_29,제가 염치를 무릅쓰고 하늘 왕국을 도와 달라고 부탁 드리는 이유는...,I ask you to help Sky Kingdom because...,我冒著羞愧心請求大家幫助蒼空帝國的原因是...,
skycastleScenario0_30,하늘 왕국을 다스리고 있는 제 쌍둥이 언니 때문이랍니다.,"of my twin sister, ruler of Sky Kingdom.",是因為統治蒼空帝國的是我的雙胞胎姐姐。,
skycastleScenario0_31,쌍둥이 언니? 여신님에게 쌍둥이 자매가 있었나 보군...,Twin sister? I see. Goddess had a twin sister...,雙胞胎姐姐？原來女神大人也有雙胞胎妹妹啊...,
skycastleScenario0_32,언니는... 아마 깊은 고민에 빠져있을 것입니다. 주변의 누구도 함부로 믿으려 들지 않을 거예요...,She… must be in deep concern. She wouldn't trust anyone easily...,姐姐…或許正深陷於沉重的思考中吧。因次她都不會輕易相信身邊的任何人。,
skycastleScenario0_33,여러분들도 언니를 만나면 당황할지 몰라요.,You may be surprised when you meet her.,你們或許見到姐姐後會感到有些慌張。,
skycastleScenario0_34,하지만… 부디 기억해 주세요. 언니의 본질은 따뜻하고 아름다운 사람이라는 걸…,But… please remember. She is warm and beautiful inside...,但是…請大家務必記得，姐姐的本質是溫暖而美麗的人…,
skycastleScenario0_35,음… 무슨 말씀을 하시는 건지 잘 모르겠다…,Hmm… I don't understand what she's saying…,嗯…我其實不太明白您的意思…,
skycastleScenario0_36,"단지 언니 때문만이 아니라, 하늘 왕국의 함락은 장차 유타칸에도 큰 악영향을 끼칠 것이 자명합니다.","Not just her, but fall of Sky Kingdom will eventually have severe impact on Utahkhan.",不僅僅是為了姐姐，蒼空帝國的陷落顯然也將對尤塔勘帶來巨大的負面影響。,
skycastleScenario0_37,조만간 하늘 왕국의 사신이 엘피스 마을로 찾아갈 것입니다.,"Soon, a demon from Sky Kingdom will visit Elpis Village.",不久後，蒼空帝國的使者將會來到艾爾匹斯村。,
skycastleScenario0_38,그분을 따라 가시면 하늘 왕국에 올라가실 수 있습니다.,You can follow the delegate to Sky Kingdom.,跟隨那位使者，您就能前往蒼空帝國。,
skycastleScenario0_39,용감한 드래곤 테이머들이여… 부디 다시 한번 위기에 빠진 이 세계를 구해 주세요…,Brave Dragon Tamers… Please save this endangered world...,勇敢的龍馴獸師們…請再一次拯救這個陷入危機的世界吧…,
skycastleScenario0_40,스크롤의 광채가 약해짐과 동시에 레오나의 환영이 서서히 사라졌다.,Light from scroll dimmed and Leona's image slowly disappeared.,卷軸的光芒逐漸暗淡，同時雷歐娜的幻影也慢慢消失了。,
skycastleScenario0_41,"자, 잠깐! 사신이라고!? 꺄아아악, 안 돼!! 나 아직 남자친구도 없는데!!",Wait! Demon!? No!! I haven't even had a boyfriend yet!!!,等、等一下！使者是什麼意思！？啊啊啊，不行！！我都還沒交過男朋友呢！！,
skycastleScenario0_42,"그 사신은 죽음의 신이 아니라, 왕의 명령으로 타국에 파견되는 사절을 말하는 거라고!","Not death, delegate sent by king!",那個使者並不是死神，而是受王命派遣到其他國家的使節！,
skycastleScenario0_43,에휴... 됐다! 설명해봤자 상대가 누리네. !,Phew… Whatever! There is no point to explaining to Nuri!!,唉...算了！再怎麼解釋，對方還是諾莉呀！,
skycastleScenario0_44,저기… 마법의 스크롤 기운을 무작정 쫓아오긴 했는데… 혹시 당신들이 드래곤 테이머 일행?,Excuse me… I just followed trace of magical scroll… Are you the Dragon Tamer party?,那個…我隨便跟著魔法卷軸的氣息過來的…請問你們是龍馴獸師一行人嗎？,
skycastleScenario0_45,(훈훈한 외모에 바람직한 키! 거기에 귀티가 좔좔 흐르는 분위기! 완전 최고야!),(Cute looking and nice height! And classy looking! Awesome!),（英俊的外貌，理想的身高！再加上散發著貴氣的氛圍！真是太棒了！),
skycastleScenario0_46,네~ 미소녀 드래곤 테이머를 찾으신 거라면 제대로 찾아오셨네요! 무슨 용무신지 차나 한잔 하시면서…,"Yes! If you are looking for a cutie Dragon Tamer, you have come to right place! Let's discuss how I can help you with a cup of tea...",是的~ 如果你在找美少女龍馴獸師，那你可是找對人了！不如先喝杯茶再聊…,
skycastleScenario0_47,…단세포 드래곤 테이머를 찾아온 거라면 정~말 제대로 찾아 오셨네요.,"…If you are looking for a simplistic Dragon Tamer, you have really come to right place.",…如果你是來找單細胞龍馴獸師的話，那真的是找對了人啊。,
skycastleScenario0_48,야!!!,Hey!!!,喂！！！,
skycastleScenario0_49,"그나저나 혹시, 당신이 하늘 왕국에서 오셨다는…","By the way, do you happened to be one from Sky Kingdom…",對了，請問你是從蒼空帝國來的嗎…,
skycastleScenario0_50,기사단장 헥토르입니다. 루나 왕녀님의 명을 받들어 왕국을 구출해줄 드래곤 테이머 일행을 찾아왔습니다만...,Captain Hector. I have come under Princess Luna's orders to find Dragon Tamers that will rescue the kingdom...,我是騎士團長赫克托，受露娜女王的命令前來尋找將拯救王國的龍馴獸師一行人，不過...,
skycastleScenario0_51,그게 바로 저희들이죠! 그럼 바로 출발하도록 할까요?,"That’s us! Then, shall we go?",沒錯，就是我們！那麼我們現在就出發吧？,
skycastleScenario0_52,잠시만요. 레오나 여신님을 의심하는건 아니지만... 하늘 왕국은 수백년간 외부인에게 금지된 곳.,"Excuse me. I do not question Leona, but Sky Kingdom has been forbidden to outsiders for centuries.",等一下。我並不是懷疑雷歐娜女神…但蒼空帝國可是數百年來對外界人士禁止進入的地方。,
skycastleScenario0_53,무분별한 외부인의 진입은 왕국에 더욱 큰 위험이 될 수 있으니 제 요청을 이해해주시기 바랍니다.,"Allowing just anyone in can be a greater threat to the kingdom, so please excuse my request.",沒確認過的外人進入可能會給王國帶來更大的危險，請理解我的請求。,
skycastleScenario0_54,도움을 요청하는 입장이지만 왕국의 안전을 위한 일... 이해해주실 거라 믿습니다.,I believe you would understand although I am asking you for help...,雖然是請求幫助的一方，但這是為了王國的安全...我相信您會理解的。,
skycastleScenario0_55,하늘 왕국은 디바인 스톤으로 부유력을 유지하고 있기에 출입 인원을 엄격히 통제하고 있습니다.,"Sky Kingdom is levitated by Divine Stone, so we restrict number of people coming in and out of Sky Kingdom very strictly.",蒼空帝國因為依靠神聖之石來維持浮空力量，所以對進出人員進行嚴格的管控。,
skycastleScenario0_56,"여신님 덕분에 이렇게 훌륭한 드래곤 테이머 분들을 모시게 되어, 기사로서 큰 영광입니다.","It is a great honor as a knight to meet such great Dragon Tamers, thanks to goddess.",多虧了女神大人，能夠帶領如此優秀的龍馴獸師們，作為騎士，真是無上的榮耀。,
skycastleScenario0_57,제가 타고 온 기구를 타시고 하늘 왕국으로 가시죠. 왕녀님께서 자세한 상황을 말씀해 주실 겁니다.,Let's take the craft I have taken here to go to Sky Kingdom. Princess will explain to you in detail.,請搭乘我來時的飛行器前往蒼空帝國。女王大人會向您詳細說明情況的。,
skycastleScenario0_58,물론이죠! 기사님과 함께라면 어디든 안 따라가겠어요?,"Sure! Where wouldn't I go with you, captain?!",當然了！有騎士大人陪伴，去哪裡我都願意跟隨！,
skycastleScenario0_59,지금 우리 중요한 임무 수행 중이라고! 조금이라도 진지해져봐!!,Please be a bit more serious! We are carrying out a very important mission!,我們現在可是要執行重要任務呢！稍微認真點好嗎！！,
skycastleScenario0_60,"…하여간 이렇게 왁자지껄한 가운데, 우리는 헥토르의 기구를 타고 하늘 왕국으로 올라가게 되었다.","…Anyway, we did take Hector's craft to Sky Kingdom.",…總之，在這麼喧鬧的情況下，我們乘坐赫克托爾的飛行器，朝著天空王國飛去。,
skycastleScenario1_0,우리는 허공에 떠있는 크고 작은 부유대륙을 지나 하늘 왕국의 왕궁에 도착했다.,We passed by many floating continents and arrived at Sky Kingdom Palace.,我們穿越了懸浮在空中的各種浮動大陸，來到了倉空帝國的皇宮。,
skycastleScenario1_1,왕궁은 겉보기는 물론이고 내부도 우아하면서 신비로운 분위기로 가득했다.,"Palace was beautiful inside and out, and the inside was elegantly decorated.",皇宮不僅外觀，內部也充滿了優雅與神秘的氛圍。,
skycastleScenario1_2,우와! 이건 유타칸에서도 보기 힘든 고대 건축 양식이야! 얼마나 오래 된 건물인지 짐작이 가는 걸?,Wow! This is an ancient architecture style that cannot easily be found in Utahkhan! I see how old a building this must be.,哇！這是尤塔勘也難得一見的古代建築風格！你能猜得出這棟建築有多古老嗎？,
skycastleScenario1_3,"잠시 후에 알현실에 도달하면, 왕녀님을 뵙게 될 것입니다.","When we arrive at Audience Room, you will meet the Princess.",稍後達到謁見室後，將會見到公主殿下。,
skycastleScenario1_4,최근 몬스터들의 침공으로 왕녀님의 근심이 이만저만이 아닙니다.,She is deeply concerned about recent monster invasion.,最近因為怪物們的侵襲，公主殿下的憂慮與日俱增。,
skycastleScenario1_5,다소 격앙된 어휘를 사용하셔도 미리 양해를 부탁 드립니다.,Please understand if she uses aggravated language.,它可能會少許使用較為激烈的語詞，還望見諒。,
skycastleScenario1_6,격앙된 어휘? 레오나 여신님을 떠올려 보면 상상이 안 되는데?,Aggravated language? I can't imagine anything like it considering meeting with Leona.,激烈的語詞？但以雷歐娜女神得氣質與態度，倒是很難想像耶？,
skycastleScenario1_7,"에이~ 설마! 피는 못 속인다고, 레오나 여신님이랑 많이 다르겠어?",You can't trick the blood. She can't be so different from Leona!,哎呀～怎麼會！雷歐娜女神人那麼好，不可能跟他差太多吧?,
skycastleScenario1_8,"화려하게 장식된 복도를 지나, 알현실에 도착했다. 거대한 문이 열리고, 왕녀와 마주보게 되었다.","After passing through well decorated hall, we arrived at Audience Room. A great gate opened, and met face to face with the Princess.",穿過華麗裝潢的走廊後，我們來到了接見廳。巨大的門打開，我與公主殿下正面相對。,
skycastleScenario1_9,...,...,..,
skycastleScenario1_10,…저 사람이 정말 레오나의 쌍둥이 언니라고? 레오나와는 분위기가 사뭇 다른데?!,…She is Leona's twin sister? She feels very different!,…那個人真的是雷歐娜的雙胞胎姐姐嗎？她的氣質跟雷歐娜怎麼完全不同啊？！,
skycastleScenario1_11,"어서 오십시오. 유타칸의 드래곤 테이머들이여. 하늘 왕국을 다스리는 왕녀, 루나라고 합니다.","Welcome, Dragon Tamers of Utahkhan. I am Princess Luna, ruler of Sky Kingdom.",歡迎光臨，尤塔勘的龍使者們。我是統治蒼天帝國的公主，露娜。,
skycastleScenario1_12,"만나뵙게 되어 영광입니다, 왕녀님. 에그 드래곤 즈믄이라고 합니다.","It is an honor to meet you, Princess. I am Zimon, an egg dragon.",能夠見到公主殿下，深感榮幸。我是蛋龍，吉蒙。,
skycastleScenario1_13,간략한 이야기는 제 동생에게 들으셨을 겁니다. 하지만 그동안 상황이 더욱 심각해 졌습니다.,"I believe you have heard briefly about our situation from my sister. However, the situation has become much worse.",大概的故事您應該聽過我妹妹說了。不過，前陣子情況變得更加嚴重了。,
skycastleScenario1_14,호호호홋! 저의 믿음직한 몬스터 군단들이 묵기에 더없이 좋은 탑이로군요!,Hohoho! It is an ideal tower for my trustworthy monster army!,哈哈哈阿！這座塔真是我那可靠的怪物軍團最佳的棲身之地啊！,
skycastleScenario1_15,좋습니다! 이 탑 꼭대기에 제단을 준비해 주세요!,Alright! Prepare an altar at the top of this tower!,很好！請在這座塔的頂端準備祭壇！,
skycastleScenario1_16,이곳에서 '디바인 스톤'을 모아 의식을 준비하겠습니다!,I will gather 'Divine Stone' here and prepare the ceremony!,在這裡，我將收集神石並準備儀式！,
skycastleScenario1_17,"아스타로트라는 사악한 마법사가 몰고 온 몬스터들이 '고대의 탑'을 점거하고,","Monsters led by an evil magician, Astaroth, occupied 'Ancient Tower',",由邪惡的魔法師亞斯她錄所帶領的怪物們佔據了「古代之塔」，,
skycastleScenario1_18,몬스터 군단을 파견하여 하늘 왕국 곳곳을 공격하고 있습니다.,and they dispatched monster army to attack Sky Kingdom.,並派遣怪物軍團攻擊蒼天帝國的各個地方。,
skycastleScenario1_19,"그리고 놈들은 이 하늘 왕국의 균형을 지탱하는 마법석, 디바인 스톤을 무분별하게 캐내고 있어요.","And they are mining Divine Stone, magical stones that keep this kingdom in balance.",而且那些家伙正在肆意開採支撐這個蒼天帝國平衡的魔法石，神石。,
skycastleScenario1_20,"디바인 스톤!? 그렇군요! 이 거대한 대륙이 허공에 떠있는 것도,",Divine Stone?! I see! That's how this continent is floating!,神石！？原來如此！這片巨大的大陸之所以懸浮於空中，,
skycastleScenario1_21,이렇게 지상과 다를 바 없는 기압과 기후를 유지하는 것도 가능하죠!,That is how air pressure and climate just like the land is maintained.,並且能維持與地面無異的氣壓和氣候，正是因為它的力量！,
skycastleScenario1_22,저기… 디바이.. 뭐시기? 그 돌이 그렇게 대단한 돌이야?,Umm… Divi… What? That stone is such great stone?,那個…神…什麼來著？那顆石頭真有那麼厲害嗎？,
skycastleScenario1_23,그렇고 말고! 디바인 스톤은 창조신 아모르 님의 축복을 받은,Sure! Divine Stone is power magical stone,當然了！神聖之石是創造神阿莫爾大人的祝福所賜，,
skycastleScenario1_24,강력한 마법석이야! 다양한 주문에 활용할 수 있지!,that were blessed by Amor! It can be used for a number of spells.,它是一顆強大的魔法石！可以用於各種法術的施展！,
skycastleScenario1_25,대륙의 공중 부유와 대기 안정을 책임지는 디바인 스톤의 결핍은…,Lack of Divine Stone that maintain levitation and atmosphere of this continent…,大陸的空中漂浮和大氣穩定都依賴於神石的存在，若缺乏它的話…,
skycastleScenario1_26,필연적으로 기후의 혼돈과 피조물들의 타락을 불러옵니다.,"will surely disturb atmosphere, and bring subjects to fall.",必然會引發氣候的混亂和生物的墮落。,
skycastleScenario1_27,"그리고 디바인 스톤의 결핍이 지속된다면… 최악의 경우, 하늘 왕국이 추락할 수도 있습니다.","And if lack of Divine Stone continues… in worst case scenario, Sky Kingdom may fall to ground.",而且如果神石的缺乏持續下去…最慘的話，蒼天帝國可能會墜落。,
skycastleScenario1_28,이 거대한 대륙이 지상으로 추락한다면… 대참사라는 말로도 모자라겠군…,If this huge continent falls to ground… Word catastrophe would not be enough to explain the incident...,如果這片巨大的大陸墜落到地面…那將遠遠超過大災難的範疇。,
skycastleScenario1_29,으아아앙! 안 돼! 아직 제대로 된 데이트도 한 번 못 해봤단 말이야!,Oh! NO! I have not had an actual date yet!!!,啊啊啊！不行！我都還沒跟別人約會過呢!,
skycastleScenario1_30,유타칸의 전체가 쑥대밭이 될 지도 모르는데 지금 데이트가 걱정이야?!,Utahkhan could fall in crumble and you worry about your date?,現在尤塔勘可能整個變成一片廢墟诶，你居然在擔心約會？！,
skycastleScenario1_31,"…누리와 즈믄이 옥신각신하는 동안, 나는 왕녀에게 우리가 무엇을 해야 하는지를 물었다.","…While Nuri and Zimon argued, I asked Princess what we should do.",…正在諾莉和吉蒙爭論不休的時候，我向公主詢問了我們該做什麼。,
skycastleScenario1_32,우선은 디바인 스톤의 채굴을 막아야 합니다. 몬스터들은 부유대륙 중 디바인 스톤이 가장 많이 매장된 곳에,"We should first stop minin of Divine Stone. Monsters are, in areas that have greatest quantities of Divine Stone,",首先，我們必須阻止神石的開採。怪物們在浮空大陸上，最富含神石的地方建起了礦場，,
skycastleScenario1_33,"광산을 만들고 멋대로 디바인 스톤을 캐고 있어요. 그들은 단순히 디바인 스톤을 캐는 것만이 아니라,","built Mines and are mining Divine Stone. They are not only mining Divine Stone,",隨意開採神石。他們不僅僅會開採神石，,
skycastleScenario1_34,캐낸 디바인 스톤을 모아 모종의 음모를 꾸미는 것 같습니다.,but are also onto something evil with Divine Stone.,似乎還在收集開採出來的神石，並策劃某種陰謀。,
skycastleScenario1_35,광산에 가서 몬스터들의 채굴을 막아 주세요. 채굴을 막는다는 것은 곧 그들의 음모를 막는 것입니다.,Please stop monsters from mining in the Mines. Stoping their mining is stoping their plot.,請前往礦場，阻止怪物們的開採。阻止開採就能阻止他們的陰謀。,
skycastleScenario1_36,저기… 즈믄? 그냥 고대의 탑으로 가서 몬스터들을 해치우는 게 낫지 않아?,Hey… Zimon? Isn't it better to just defeat the monsters in Anient Tower?,那個...吉蒙？直接去古代之塔打倒怪物不是更直接嗎？,
skycastleScenario1_37,우리에게는 무적의 드래곤이 있잖아. 드래곤이라면 몬스터 쯤이야...,We have invincible dragon with us. Monsters would be no match for dragons...,我們有無敵的龍啊。龍的話，對付怪物什麼的...,
skycastleScenario1_38,그렇게 간단한 문제가 아닙니다! 고대의 탑에는 아스타로트의 부하 중에서도,"It's not that simple! In Anient Tower, among Astaroth's minions",這可不是那麼簡單的問題！在古代之塔裡，,
skycastleScenario1_39,최정예 몬스터들이 잔뜩 포진해 있어요! 그들과 싸우는 동안에도 디바인 스톤은 계속해서 고갈된단 말입니다!,"The most powerful have positioned there! While you battle them, they would continue to Mine Divine Stone!",亞斯她錄的手下中可是有一群精英怪物守護著！即使我們與他們作戰，神石也會繼續被耗盡！,
skycastleScenario1_40,뭐가 더 중요하고 우선인지 생각을 좀 하고 말씀하십시오!!,Please think what is more important and should take priority!!,請先想清楚什麼更重要、更緊急，再發言好嗎！,
skycastleScenario1_41,(엄마야! 레오나 여신님과는 성격이 완전 정반대시구나! 앞으로 조심해야겠어!),(Oi! Her personality is just opposite of Leona's! I should watch out!),（天啊！公主殿下的性格跟雷歐娜女神完全相反啊！以後得小心點！）,
skycastleScenario1_42,"아, 아니... 그게 아니고요… 제가 드리려고 했던 말씀은… 흐잉~","N, No… I was trying to say… Haaa...",啊，不是…我的意思是…呃，唉～,
skycastleScenario1_43,왕녀를 만나면 당황할 수도 있다고 레오나가 말했던 게 이거였구나! 성격이 꽤 까탈스러운가 보다.,This must be why Leona said we may be surprised! She must be really difficult to deal with.,原來雷歐娜說過見到王女會讓人慌張的意思是這樣！看來她的性格還挺挑剔的呢。,
skycastleScenario1_44,각 부유대륙 간의 이동과 길 안내는 헥토르 경이 도와줄 겁니다.,Sir Hector will guide you between floating continents.,各浮空大陸間的移動和道路指引將由赫克托爾爵士協助。,
skycastleScenario1_45,헥토르 경. 이 드래곤 테이머들은 우리 왕국의 귀빈입니다. 불편함을 느끼시지 않도록 잘 에스코트하세요.,"Sir Hector, these Dragon Tamers are our kingdom's important guests. Please escort them so they do not feel any discomfort.",赫克托爾,
skycastleScenario1_46,"네! 드래곤 테이머들이 무사히 임무를 다할 수 있도록, 온 몸을 바쳐 그들을 지키겠습니다!",Understood! I will do anything to protect them so they can finish their task safely!,是的！我將全力以赴，保護龍使者們並順利完成任務！,
skycastleScenario1_47,"어머! 즈믄, 너도 들었어? 잘 생긴 기사님이 온 몸을 바쳐 나를 지켜 주신대!","Oh! Zimon, did you just hear that? The handsome knight will do anything to protect me!",哎呀！吉蒙，你有聽到嗎？那位帥氣的騎士說要全身心地保護我呢！,
skycastleScenario1_48,…방금 전까지 징징대던 애 맞아? 역시 바보일수록 감정 기복이 심하다는 속설이 맞나 보네.,…Were you the same girl that was whining just until now? So it seems mood shifts are related to intelligence.,...你剛剛不是在亂哭嗎？人家說越笨的人情緒起伏越大的這種說法原來是真的。,
skycastleScenario1_49,누가 바보라는 거야?! 난 단지 늘 긍정적인 마인드의 소유자일 뿐이라고!!,Who are you calling stupid?! I just have a very positive personality!!,你說誰笨啊？！我只是擁有一直保持正向思維的心態而已！,
skycastleScenario1_50,"역시나 누리와 즈믄은 투닥대기 시작했고, 난 헥토르에게 출발할 준비가 되었다고 말했다.","So Nuri and Zimon started to arguing again, and I informed Hector that we are ready to go.",果然，諾莉和吉蒙又開始拌嘴了，而我則告訴赫克托爾已經準備好出發了。,
skycastleScenario1_51,"아… 네, 바로 출발하도록 하죠. 그런데 저 두 분은… 같이 출발할 수 있는 거죠? 하하…","Ah… Sure, let's go now. Those two… they can come with us, right? Haha...",啊…好的，我們馬上出發。不過兩位…真的能一起來嗎？哈哈…,
skycastleScenario1_52,졸지에 누리와 즈믄 사이에 낀 희생자가 한 명 더 늘었다는 생각이 들었다;,It seems we have a new victim between Nuri and Zimon.,我不禁覺得，夾在諾莉和吉蒙之間的受害者好像又多了一個；,
skycastleScenario2_0,우리들은 헥토르의 안내로 광산에 들어섰다.,We entered Mine following Hector's lead.,我們在赫克托爾的帶領下進入了礦山。,
skycastleScenario2_1,"갱도를 따라 내려가자, 요란한 소음과 후끈한 열기가 우리를 맞이했다.","As we went down the Mine, loud noises and heat welcomed us.",沿著坑道往下走時，喧囂的噪音和炙熱的熱氣迎面而來。,
skycastleScenario2_2,우와아아! 엄청난 열기와 소음이야!,Whoa! That's a lot of heat and noise!,哇啊啊！這熱氣和噪音真驚人！,
skycastleScenario2_3,"이렇게 시끄럽다는 건, 지금 이 순간에도 몬스터들이 디바인 스톤을 무지막지하게 캐고 있다는 뜻이지!",This much noise means monsters are mining Divine Stone like crazy at this very moment!,這麼吵鬧，意味著現在這一刻，怪物們正瘋狂地挖掘神石！,
skycastleScenario2_4,"그렇습니다! 놈들이 무분별하게 디바인 스톤을 채굴하는 바람에, 주변은 하루가 다르게 황폐화되고 있습니다!",That's correct! Their incessant mining of Divine Stone is making surrounding area ruins!,沒錯！因為它們不加節制地開採神石，周圍的環境一天比一天荒蕪！,
skycastleScenario2_5,이 광산 일대는 대륙의 균형에 필요한 양을 훨씬 상회하는 디바인 스톤이 매장되어 있습니다.,This Mine area has more Divine Stone reserves than what is required to put this continent in balance.,這個礦山一帶埋藏著遠超過大陸平衡所需量的神石。,
skycastleScenario2_6,"몬스터들을 쓰러뜨리고, 녀석들이 운반하고 있던 디바인 스톤을 모읍시다.",Let's defeat monsters and gather Divine Stones that the monsters are carrying.,打倒怪物，然後收集它們運送的神石吧。,
skycastleScenario2_7,"이 광산에서 모은 여분의 디바인 스톤이라면, 이미 균형이 무너진 다른 대륙들도 정화할 수 있을 겁니다.","With extra Divine Stones from this Mine, we will be able to restore balance to other continents as well.",如果從這個礦山收集的多餘神聖之石，應該能夠淨化那些已經失衡的其他大陸。,
skycastleScenario2_8,좋~았어! 정의감에 불타는 미소녀 드래곤 테이머 출동이다!,Al~right! Beautiful Dragon Tamer of justice now in action!!,好~的！燃燒正義感的美少女馴獸師出發了！,
