구분,시나리오 넘버,대사 넘버,배경,캐릭터 한글,캐릭터 영문,캐릭터 번자,표정,대사 한글,대사 영문,대사 번자,연출 종류,사운드
,43,6,하늘왕국 왕궁 배경,,,,0,루나 왕녀는 눈을 감고 잠시 숨을 들이마셨다가 내쉬며 말을 이어갔다.,"Princess Luna closed her eyes, breathed in for a while, and continued to speak.",露娜公主閉上眼睛，稍微深吸了一口氣，然後吐出，繼續說道。,,
,43,7,하늘왕국 왕궁 배경,루나,Luna,露娜,26,과거의 일이 다시 반복되지 않도록 여러분에게 부탁드립니다. 유물을 지켜주세요.,I ask you not to repeat what happened in the past. Please protect the artifact.,請你們幫忙避免過去的事情再次重演，請保護好遺物。,,
,43,8,하늘왕국 왕궁 배경,,,,0,모두들 자신의 귀를 의심하였다.,Everyone doubted their ears.,大家都懷疑自己是不是聽錯。,,
,43,9,하늘왕국 왕궁 배경,,,,0,차갑고 냉정했던 루나 왕녀가 부탁을 하다니...,"I can't believe the cold, hard-hearted Princess Luna asked us to...",冷酷且冷靜的露娜公主竟然會親自來請求…,,
,43,10,하늘왕국 왕궁 배경,루나,Luna,露娜,26,헥토르 그것을 내어오세요.,"Hector, bring it.",赫克托爾，拿出來吧。,,
,43,11,하늘왕국 왕궁 배경,헥토르,Hector,赫克托爾,33,"왕녀님, 다시 한번 생각을..","My princess, please reconsider.",公主，請您再三考慮…,,
,43,12,하늘왕국 왕궁 배경,루나,Luna,露娜,28,명령입니다! 가져오세요!,That's an order! Bring it!,這是命令！拿來！,,
,43,13,하늘왕국 왕궁 배경,헥토르,Hector,赫克托爾,33,"...네, 알겠습니다.",Yes princess.,…是的，我明白了。,,
,43,14,하늘왕국 왕궁 배경,,,,0,헥토르가 어떤 물건을 들고 왔다.,Hector brought something with him.,赫克托拿著某個東西走了過來。,,
,43,15,하늘왕국 왕궁 배경,루나,Luna,露娜,26,그것은 왕국에서 최고수호자에게만 주어지는 수호자의 방패입니다.,"This is the shield, which is only given to the highest guardian of  Sky realm.",那是只會授予王國最高守護者的守護者之盾。,,
,43,16,하늘왕국 왕궁 배경,루나,Luna,露娜,26,그것이라면 더이상 힘이 악용되는 역사의 반복이 일어나지 않게 막을 수 있을 거에요.,That would prevent the repetition of history where power is no longer abused.,如果是那個，就能防止歷史中力量被濫用的重演。,,
,43,17,하늘왕국 왕궁 배경,,,,0,그렇게 수호자의 방패를 얻게 되었다.,That's how I got the Guardian's shield.,就這樣得到了守護者之盾。,,
,43,18,하늘왕국 왕궁 배경,,,,0,...,...,...,11,
,43,19,까만 배경,,,,0,...,...,...,,stop
,43,20,까만 배경,,,,0,어둡고 으슥한 동굴 속 어딘가…,"Somewhere in a dark, dark cave...",在陰暗而偏僻的洞穴深處…,,
,43,21,까만 배경,검은로브,Black robe,黑袍,105,이제 남은 유물을 찾아 고대드래곤을 부활시키면 그곳을 찾을 수 있을 것입니다.,"Now, if we find the remains and resurrect the ancient dragon, we will find it.",現在只要找到剩餘的文物，復活古代龍，就能找到那個地方。,,BGM/dream_vestige.mp3
,43,22,까만 배경,검은로브의 수장,Master black robe,Master 黑袍,106,빛의 사제들이 방해를 하는군.,The Priests of Light are interfering with us.,光之祭司們在阻撓啊。,,
,43,23,까만 배경,검은로브,Black robe,黑袍,105,괜찮습니다. 어차피 그곳을 찾아내는건 시간문제일 뿐이니까요.,You don't have to care. It's only a matter of time before we find it anyway.,沒關係，反正找出那個地方只是個小事。,,
,43,24,까만 배경,검은로브의 수장,Master black robe,Master 黑袍,106,"그래, 그것을 손에 넣기만 한다면 우리의 사명이 곧 이루어질 것이다. 크크크큭","Yes. If we get hold of it, our long-cherished desire will soon come true. ",對，只要把它握在手中，我們的使命很快就會實現的。呵呵呵呵。,,
